event_id,customer_id,event_type,event_date,value
164,863,add_to_cart,2024-09-29,174.05
165,518,purchase,2024-11-26,157.14
166,661,add_to_cart,2024-11-10,80.83
167,505,purchase,2024-10-09,131.47
168,819,add_to_cart,2024-09-16,67.82
169,725,email_open,2024-09-18,0.0
170,258,purchase,2024-12-05,68.54
171,564,email_open,2024-10-30,193.81
172,725,page_view,2024-09-25,68.65
173,95,email_open,2024-11-29,59.36
174,103,email_click,2024-10-16,7.49
175,409,purchase,2024-09-22,192.31
176,726,email_click,2024-11-20,0.0
177,481,email_click,2024-09-16,0.0
178,332,add_to_cart,2024-10-26,0.0
179,597,purchase,2024-10-16,0.0
180,658,page_view,2024-11-29,0.0
181,697,email_click,2024-10-31,70.71
182,788,purchase,2024-10-18,0.0
183,8,purchase,2024-10-08,0.0
184,468,email_click,2024-10-01,98.76
185,448,page_view,2024-11-18,0.0
186,591,email_open,2024-11-21,102.49
187,814,page_view,2024-11-25,0.0
188,225,page_view,2024-11-07,0.0
189,50,purchase,2024-11-02,68.57
190,426,purchase,2024-11-21,135.82
191,925,email_click,2024-11-08,0.0
192,858,email_open,2024-11-29,64.5
193,222,add_to_cart,2024-11-06,148.14
194,861,email_open,2024-11-08,151.39
195,120,email_open,2024-10-23,32.58
196,318,add_to_cart,2024-10-17,44.34
197,856,add_to_cart,2024-11-28,33.5
198,689,page_view,2024-12-01,90.11
199,8,page_view,2024-11-18,0.0
200,469,add_to_cart,2024-12-04,130.74
201,158,email_click,2024-12-10,156.77
202,682,email_click,2024-11-22,0.0
203,57,add_to_cart,2024-11-03,74.88
204,374,add_to_cart,2024-10-30,0.0
205,82,page_view,2024-11-03,0.0
206,936,page_view,2024-09-25,0.0
207,961,email_click,2024-11-22,177.06
208,373,email_open,2024-11-01,0.0
209,421,email_open,2024-09-28,0.0
210,349,purchase,2024-11-06,183.79
211,378,email_open,2024-12-06,131.39
212,524,page_view,2024-10-12,194.79
213,572,add_to_cart,2024-10-14,0.0
214,102,email_click,2024-09-17,73.9
215,273,email_click,2024-10-24,0.0
216,911,page_view,2024-10-08,0.0
217,445,page_view,2024-11-16,1.11
218,350,purchase,2024-10-15,96.5
219,377,email_open,2024-11-18,79.98
220,668,add_to_cart,2024-11-30,0.0
221,502,add_to_cart,2024-12-11,125.35
222,852,email_open,2024-12-12,127.21
223,15,email_click,2024-10-15,33.48
224,240,purchase,2024-12-05,0.0
225,981,page_view,2024-09-14,0.0
226,768,purchase,2024-12-03,0.0
227,876,add_to_cart,2024-09-13,0.0
228,762,add_to_cart,2024-12-01,0.0
229,74,email_click,2024-10-15,46.22
230,938,add_to_cart,2024-10-29,0.0
231,447,page_view,2024-11-20,126.59
232,640,email_click,2024-12-10,5.36
233,920,email_open,2024-12-10,108.63
234,216,purchase,2024-09-30,0.0
235,919,page_view,2024-11-09,0.0
236,888,page_view,2024-11-26,131.64
237,51,email_click,2024-11-27,0.0
238,624,email_click,2024-10-20,0.0
239,342,email_click,2024-12-01,32.99
240,99,purchase,2024-09-23,0.0
241,155,email_click,2024-10-11,135.3
242,750,add_to_cart,2024-09-25,0.0
243,835,page_view,2024-11-13,0.0
244,149,add_to_cart,2024-09-17,0.0
245,930,page_view,2024-10-11,85.56
246,793,purchase,2024-11-21,123.16
247,860,page_view,2024-10-23,0.0
248,606,email_open,2024-10-19,0.0
249,229,email_open,2024-10-15,63.7
250,306,purchase,2024-09-26,0.0
251,665,add_to_cart,2024-10-22,161.17
252,51,page_view,2024-09-18,199.72
253,71,add_to_cart,2024-12-09,191.28
254,686,add_to_cart,2024-10-24,41.17
255,899,purchase,2024-10-25,0.0
256,891,email_click,2024-10-01,0.0
257,150,email_click,2024-10-08,0.0
258,298,purchase,2024-10-15,0.0
259,43,page_view,2024-09-17,0.0
260,117,purchase,2024-10-26,0.0
261,449,page_view,2024-10-14,52.73
262,451,purchase,2024-09-14,0.0
263,167,purchase,2024-10-05,129.38
264,918,email_open,2024-10-29,0.0
265,400,page_view,2024-10-06,0.0
266,393,email_click,2024-10-17,173.71
267,289,email_open,2024-09-22,0.0
268,334,add_to_cart,2024-09-16,180.73
269,111,page_view,2024-11-23,36.18
270,764,email_click,2024-09-17,136.22
271,355,email_click,2024-09-26,105.37
272,445,email_open,2024-11-23,0.0
273,899,email_click,2024-09-28,101.38
274,969,add_to_cart,2024-09-22,70.85
275,278,email_click,2024-11-30,76.94
276,427,email_click,2024-10-11,141.17
277,265,add_to_cart,2024-11-14,182.51
278,559,email_click,2024-10-02,0.0
279,453,page_view,2024-12-09,75.51
280,880,purchase,2024-11-19,0.0
281,132,page_view,2024-10-03,128.25
282,968,add_to_cart,2024-10-07,137.97
283,340,email_click,2024-11-30,29.64
284,471,add_to_cart,2024-10-13,0.0
285,550,add_to_cart,2024-10-31,0.0
286,560,email_open,2024-11-28,175.5
287,558,page_view,2024-11-29,151.04
288,519,email_click,2024-11-11,146.02
289,869,email_click,2024-10-07,102.63
290,551,email_click,2024-09-16,76.14
291,739,email_click,2024-10-12,105.24
292,4,page_view,2024-11-01,142.22
293,376,email_click,2024-12-01,104.8
294,706,page_view,2024-11-20,0.0
295,72,email_click,2024-11-24,131.94
296,609,add_to_cart,2024-11-11,130.77
297,687,add_to_cart,2024-09-21,0.0
298,714,add_to_cart,2024-09-20,0.0
299,67,page_view,2024-11-19,0.0
300,982,email_open,2024-12-01,0.0
301,547,email_click,2024-11-03,62.23
302,520,purchase,2024-09-24,0.0
303,134,page_view,2024-10-26,27.42
304,863,email_click,2024-10-10,0.0
305,25,email_open,2024-09-30,56.85
306,671,email_open,2024-11-22,111.61
307,187,add_to_cart,2024-10-09,0.0
308,57,email_click,2024-12-05,0.0
309,398,page_view,2024-09-29,0.0
310,680,page_view,2024-11-11,0.0
311,503,page_view,2024-11-20,134.63
312,345,email_open,2024-10-27,7.5
313,822,page_view,2024-10-01,0.0
314,814,purchase,2024-11-09,146.45
315,679,email_open,2024-10-07,20.49
316,514,page_view,2024-10-30,183.52
317,9,purchase,2024-11-25,158.04
318,239,add_to_cart,2024-10-15,169.36
319,508,email_click,2024-11-27,0.0
320,17,email_click,2024-11-02,184.73
321,680,email_open,2024-12-03,76.37
322,793,purchase,2024-11-21,0.0
323,201,purchase,2024-11-19,63.35
324,908,page_view,2024-09-25,0.0
325,218,email_click,2024-10-07,140.58
326,952,page_view,2024-10-31,16.42
327,827,email_open,2024-11-13,128.26
328,603,page_view,2024-10-15,0.0
329,685,email_open,2024-11-01,42.35
330,551,add_to_cart,2024-10-14,164.01
331,580,purchase,2024-10-13,169.14
332,56,add_to_cart,2024-10-20,134.26
333,618,email_open,2024-09-26,72.38
334,620,purchase,2024-10-09,21.34
335,674,add_to_cart,2024-09-26,142.5
336,950,email_open,2024-10-20,104.27
337,156,purchase,2024-11-17,194.59
338,854,email_open,2024-09-25,0.0
339,561,email_click,2024-11-05,0.0
340,2,purchase,2024-09-24,0.0
341,882,email_click,2024-10-13,0.0
342,746,add_to_cart,2024-09-14,163.58
343,557,email_open,2024-11-09,0.0
344,996,page_view,2024-11-25,0.0
345,165,email_click,2024-11-24,0.0
346,230,email_open,2024-10-31,0.0
347,57,page_view,2024-10-23,150.3
348,663,add_to_cart,2024-09-25,0.0
349,228,add_to_cart,2024-10-10,118.12
350,854,page_view,2024-12-10,0.0
351,310,email_open,2024-11-08,0.0
352,125,email_click,2024-11-12,0.0
353,414,add_to_cart,2024-09-30,0.0
354,159,page_view,2024-11-05,0.0
355,830,email_open,2024-09-24,0.0
356,677,email_click,2024-11-12,148.57
357,226,email_click,2024-10-27,0.0
358,474,page_view,2024-11-24,65.15
359,75,purchase,2024-09-22,0.0
360,397,email_open,2024-12-11,0.0
361,447,purchase,2024-10-07,0.0
362,206,purchase,2024-10-29,165.39
363,546,page_view,2024-10-13,0.0
364,775,add_to_cart,2024-10-19,0.0
365,344,email_click,2024-12-02,93.7
366,837,email_open,2024-09-29,114.74
367,516,email_click,2024-11-28,189.15
368,660,purchase,2024-11-09,171.41
369,112,add_to_cart,2024-11-24,0.0
370,353,page_view,2024-11-21,13.2
371,600,purchase,2024-09-19,100.32
372,510,email_click,2024-09-13,106.26
373,143,add_to_cart,2024-10-28,181.09
374,538,email_click,2024-10-02,0.0
375,566,page_view,2024-10-10,53.47
376,730,page_view,2024-10-24,0.0
377,713,email_open,2024-10-10,68.08
378,533,email_click,2024-10-20,157.02
379,787,purchase,2024-11-17,195.47
380,314,page_view,2024-12-04,59.18
381,776,email_open,2024-10-25,55.48
382,571,add_to_cart,2024-10-30,0.0
383,272,page_view,2024-11-19,0.0
384,925,email_open,2024-11-26,0.0
385,948,page_view,2024-11-09,0.0
386,845,email_click,2024-12-12,0.0
387,426,purchase,2024-10-18,0.0
388,857,add_to_cart,2024-11-23,45.85
389,462,email_click,2024-10-17,23.69
390,321,email_open,2024-11-22,84.27
391,753,email_click,2024-11-12,150.1
392,565,purchase,2024-11-01,0.0
393,688,email_open,2024-11-22,188.22
394,626,email_open,2024-11-17,95.31
395,210,email_click,2024-10-16,0.0
396,308,email_open,2024-12-06,63.77
397,440,email_open,2024-11-09,0.0
398,103,page_view,2024-11-03,187.83
399,477,purchase,2024-11-30,0.0
400,880,page_view,2024-11-23,172.37
401,7,email_click,2024-12-07,0.0
402,890,page_view,2024-10-20,60.48
403,534,purchase,2024-12-06,0.0
404,774,purchase,2024-12-09,16.5
405,89,page_view,2024-12-12,112.76
406,99,purchase,2024-12-01,0.0
407,11,page_view,2024-12-06,73.05
408,448,add_to_cart,2024-10-15,0.0
409,477,email_open,2024-11-08,0.0
410,948,email_open,2024-11-15,8.12
411,180,purchase,2024-10-17,182.27
412,825,add_to_cart,2024-09-14,0.0
413,885,purchase,2024-09-19,0.0
414,109,email_click,2024-11-09,0.0
415,543,add_to_cart,2024-11-14,55.63
416,207,email_click,2024-11-18,69.15
417,346,add_to_cart,2024-11-25,39.87
418,887,add_to_cart,2024-09-30,97.71
419,628,page_view,2024-11-24,0.0
420,160,purchase,2024-11-29,144.2
421,181,add_to_cart,2024-11-02,17.35
422,766,page_view,2024-11-15,0.0
423,168,email_open,2024-09-16,0.0
424,912,email_open,2024-10-31,149.27
425,249,add_to_cart,2024-11-06,0.0
426,267,email_open,2024-10-31,45.19
427,709,add_to_cart,2024-09-15,0.0
428,893,email_click,2024-10-23,175.43
429,768,email_open,2024-09-22,23.61
430,348,add_to_cart,2024-10-23,0.0
431,465,email_open,2024-11-17,46.3
432,393,page_view,2024-10-08,0.0
433,953,email_open,2024-12-02,0.0
434,322,page_view,2024-11-12,130.2
435,796,email_open,2024-09-26,0.0
436,210,page_view,2024-11-12,60.11
437,533,email_open,2024-12-03,156.95
438,767,purchase,2024-10-04,76.58
439,868,add_to_cart,2024-10-27,145.65
440,758,page_view,2024-11-01,159.78
441,571,purchase,2024-09-15,83.29
442,19,email_open,2024-12-09,187.77
443,229,purchase,2024-12-01,91.72
444,948,purchase,2024-09-14,124.3
445,124,purchase,2024-10-13,185.81
446,843,email_click,2024-10-12,0.0
447,296,purchase,2024-10-12,0.0
448,65,purchase,2024-10-24,0.0
449,581,purchase,2024-11-03,0.0
450,62,email_open,2024-11-14,173.07
451,897,add_to_cart,2024-10-21,39.55
452,561,email_open,2024-12-06,160.68
453,688,purchase,2024-12-08,190.34
454,389,purchase,2024-09-19,0.0
455,724,purchase,2024-11-13,167.73
456,782,add_to_cart,2024-10-10,39.78
457,939,purchase,2024-11-24,144.1
458,709,email_click,2024-09-30,196.59
459,472,email_click,2024-11-27,0.0
460,877,add_to_cart,2024-10-17,83.51
461,995,purchase,2024-10-27,71.88
462,970,email_open,2024-10-15,64.52
463,469,email_open,2024-12-06,0.0
464,705,email_open,2024-11-22,108.86
465,548,email_click,2024-11-18,0.0
466,109,page_view,2024-10-22,0.0
467,524,page_view,2024-10-15,0.0
468,872,purchase,2024-10-22,162.31
469,355,email_click,2024-10-25,0.0
470,708,purchase,2024-10-24,193.75
471,295,add_to_cart,2024-10-08,141.75
472,920,purchase,2024-12-12,149.18
473,63,add_to_cart,2024-10-20,0.0
474,449,purchase,2024-10-18,0.0
475,185,email_open,2024-11-18,0.0
476,972,add_to_cart,2024-10-03,0.0
477,176,page_view,2024-12-11,68.94
478,509,email_click,2024-10-13,0.0
479,26,email_open,2024-11-22,0.0
480,559,purchase,2024-11-01,0.0
481,287,email_open,2024-10-28,0.0
482,779,add_to_cart,2024-10-08,0.0
483,247,add_to_cart,2024-09-27,110.27
484,272,email_open,2024-10-09,0.0
485,469,email_click,2024-12-04,118.51
486,413,page_view,2024-10-14,0.0
487,936,purchase,2024-11-18,4.4
488,509,email_click,2024-11-19,74.29
489,298,page_view,2024-09-23,0.0
490,265,email_open,2024-09-25,0.0
491,230,email_click,2024-10-14,0.0
492,929,purchase,2024-10-28,0.0
493,567,email_click,2024-10-23,70.65
494,294,email_open,2024-09-15,0.0
495,855,page_view,2024-09-23,0.0
496,614,email_click,2024-11-26,0.0
497,725,purchase,2024-10-22,0.0
498,51,email_open,2024-11-28,0.0
499,840,email_click,2024-11-20,0.0
500,124,purchase,2024-10-19,0.0
501,451,email_open,2024-11-04,0.0
502,665,email_click,2024-10-28,0.0
503,784,page_view,2024-11-26,0.0
504,792,purchase,2024-11-11,0.0
505,710,add_to_cart,2024-12-11,84.14
506,450,email_click,2024-10-12,146.74
507,201,purchase,2024-10-11,0.0
508,77,purchase,2024-11-02,0.0
509,458,add_to_cart,2024-10-19,168.64
510,10,purchase,2024-10-11,0.0
511,833,page_view,2024-09-16,166.49
512,665,email_click,2024-10-06,0.0
513,933,add_to_cart,2024-12-02,101.58
514,988,email_click,2024-12-04,0.0
515,637,email_open,2024-11-15,0.0
516,414,page_view,2024-09-23,0.0
517,245,purchase,2024-12-01,0.0
518,366,purchase,2024-09-18,162.05
519,665,add_to_cart,2024-10-10,56.81
520,118,page_view,2024-10-31,0.0
521,289,add_to_cart,2024-10-06,0.0
522,350,email_open,2024-10-25,42.89
523,544,page_view,2024-12-09,172.23
524,144,email_open,2024-09-15,0.0
525,949,add_to_cart,2024-10-29,0.0
526,838,add_to_cart,2024-11-22,0.0
527,748,add_to_cart,2024-09-29,0.0
528,836,email_open,2024-11-26,159.61
529,15,email_click,2024-10-03,0.0
530,903,email_click,2024-10-28,0.0
531,665,add_to_cart,2024-09-21,56.17
532,227,add_to_cart,2024-11-07,69.66
533,462,purchase,2024-10-11,0.0
534,215,email_click,2024-09-27,0.0
535,999,purchase,2024-10-27,146.17
536,338,add_to_cart,2024-10-13,0.0
537,158,purchase,2024-10-29,0.0
538,858,page_view,2024-12-11,67.85
539,581,page_view,2024-10-10,13.42
540,497,page_view,2024-10-27,136.15
541,480,email_click,2024-10-05,0.0
542,515,email_open,2024-10-25,0.0
543,92,email_click,2024-11-03,0.0
544,909,email_open,2024-10-23,0.92
545,90,add_to_cart,2024-12-01,0.0
546,504,page_view,2024-11-01,171.93
547,899,email_click,2024-09-30,105.04
548,497,email_click,2024-11-01,0.0
549,984,email_click,2024-10-27,98.35
550,762,add_to_cart,2024-10-30,0.0
551,579,add_to_cart,2024-10-27,66.46
552,292,email_open,2024-12-02,79.75
553,734,email_open,2024-12-05,0.0
554,538,email_click,2024-09-20,0.0
555,12,page_view,2024-10-13,0.0
556,575,purchase,2024-09-30,0.0
557,24,add_to_cart,2024-12-10,0.0
558,933,add_to_cart,2024-11-27,0.0
559,329,email_click,2024-10-10,93.94
560,151,add_to_cart,2024-12-04,123.22
561,84,page_view,2024-11-16,156.13
562,212,purchase,2024-11-15,115.73
563,917,email_open,2024-11-02,194.39
564,572,page_view,2024-10-25,112.08
565,456,email_open,2024-12-08,192.01
566,602,email_click,2024-12-03,85.79
567,153,purchase,2024-09-16,0.0
568,882,page_view,2024-12-05,0.0
569,255,email_open,2024-11-21,0.0
570,8,page_view,2024-10-23,49.33
571,613,page_view,2024-10-20,180.34
572,834,page_view,2024-11-25,0.0
573,200,page_view,2024-10-22,0.0
574,46,email_click,2024-10-22,152.63
575,181,email_open,2024-10-15,30.95
576,705,add_to_cart,2024-11-21,56.05
577,938,email_click,2024-10-19,0.0
578,821,email_open,2024-09-16,105.04
579,233,purchase,2024-10-27,14.07
580,620,email_click,2024-11-01,199.65
581,136,page_view,2024-12-08,155.2
582,318,page_view,2024-11-26,0.0
583,900,purchase,2024-11-26,0.0
584,998,email_open,2024-11-21,0.0
585,404,purchase,2024-09-15,0.0
586,47,page_view,2024-10-31,0.0
587,572,email_open,2024-11-01,7.31
588,574,page_view,2024-09-15,0.0
589,614,add_to_cart,2024-11-22,0.0
590,425,page_view,2024-10-24,164.0
591,605,add_to_cart,2024-12-12,178.07
592,420,purchase,2024-09-30,123.88
593,352,add_to_cart,2024-11-26,166.6
594,610,email_open,2024-11-10,0.0
595,392,email_click,2024-10-05,0.0
596,767,email_click,2024-11-01,108.88
597,313,purchase,2024-12-07,0.0
598,402,page_view,2024-09-22,0.0
599,981,email_click,2024-11-16,156.37
600,333,page_view,2024-09-29,0.0
601,277,email_click,2024-10-08,23.76
602,504,email_open,2024-11-19,0.0
603,40,purchase,2024-11-04,0.0
604,609,email_open,2024-09-22,119.8
605,932,email_open,2024-11-27,0.0
606,187,page_view,2024-09-13,0.0
607,962,page_view,2024-11-19,0.0
608,771,purchase,2024-10-20,106.03
609,556,page_view,2024-09-24,0.0
610,508,purchase,2024-10-08,0.0
611,224,email_open,2024-09-30,69.09
612,404,add_to_cart,2024-12-10,0.0
613,387,add_to_cart,2024-10-23,127.93
614,167,email_open,2024-11-13,0.0
615,911,purchase,2024-12-04,179.54
616,81,email_open,2024-09-29,0.67
617,415,purchase,2024-11-24,0.0
618,26,page_view,2024-10-14,0.0
619,728,email_click,2024-10-24,0.0
620,84,purchase,2024-10-02,116.71
621,64,page_view,2024-10-20,0.0
622,974,email_click,2024-10-16,0.0
623,235,add_to_cart,2024-09-20,0.0
624,563,email_click,2024-11-28,111.85
625,270,purchase,2024-11-30,82.82
626,716,email_open,2024-10-22,98.87
627,223,page_view,2024-10-18,0.0
628,311,purchase,2024-09-20,134.41
629,488,add_to_cart,2024-09-22,0.0
630,590,page_view,2024-12-12,0.0
631,608,purchase,2024-11-02,0.0
632,929,page_view,2024-10-09,0.0
633,493,page_view,2024-10-29,0.0
634,565,email_open,2024-10-27,0.0
635,390,add_to_cart,2024-11-07,0.0
636,932,email_open,2024-12-05,162.5
637,346,email_click,2024-10-16,103.0
638,327,email_open,2024-10-12,0.0
639,871,purchase,2024-11-23,55.01
640,911,add_to_cart,2024-11-16,167.93
641,730,page_view,2024-09-19,163.53
642,578,add_to_cart,2024-11-23,56.34
643,441,page_view,2024-12-01,111.87
644,90,add_to_cart,2024-11-13,0.0
645,19,email_open,2024-11-06,74.46
646,318,email_open,2024-10-19,183.4
647,871,add_to_cart,2024-12-08,0.0
648,910,page_view,2024-09-23,0.0
649,389,page_view,2024-10-14,0.0
650,379,email_open,2024-10-07,0.0
651,854,page_view,2024-10-11,45.25
652,383,email_open,2024-09-23,0.0
653,524,add_to_cart,2024-12-09,0.0
654,403,purchase,2024-12-01,158.58
655,688,purchase,2024-12-03,129.37
656,378,email_open,2024-12-12,112.51
657,497,page_view,2024-11-03,133.17
658,478,email_click,2024-10-22,0.0
659,211,email_open,2024-12-06,189.08
660,594,purchase,2024-12-11,0.0
661,540,purchase,2024-10-26,0.0
662,884,email_click,2024-09-21,32.15
663,300,email_click,2024-10-17,133.04
664,734,email_open,2024-11-24,0.0
665,883,purchase,2024-09-18,0.0
666,15,email_click,2024-09-19,0.0
667,958,email_click,2024-11-11,17.77
668,74,page_view,2024-10-14,19.52
669,531,add_to_cart,2024-11-11,0.0
670,964,add_to_cart,2024-11-04,0.0
671,344,add_to_cart,2024-10-02,0.0
672,786,page_view,2024-09-29,177.56
673,545,add_to_cart,2024-11-16,0.0
674,767,email_open,2024-12-01,55.61
675,232,add_to_cart,2024-10-10,0.0
676,455,page_view,2024-11-07,0.0
677,639,page_view,2024-11-03,5.95
678,327,add_to_cart,2024-12-10,71.32
679,930,page_view,2024-09-27,0.0
680,879,email_open,2024-09-24,181.98
681,885,purchase,2024-10-11,0.0
682,241,email_click,2024-10-18,0.0
683,935,email_click,2024-11-11,0.0
684,931,email_click,2024-10-09,24.09
685,167,page_view,2024-11-09,1.45
686,8,purchase,2024-11-02,136.5
687,25,page_view,2024-11-08,142.89
688,701,add_to_cart,2024-10-22,0.0
689,807,page_view,2024-10-19,0.0
690,57,purchase,2024-10-27,71.57
691,488,page_view,2024-09-24,0.0
692,32,add_to_cart,2024-10-09,0.0
693,272,email_click,2024-09-27,91.58
694,306,page_view,2024-11-26,66.61
695,14,page_view,2024-11-05,189.13
696,337,purchase,2024-11-21,92.23
697,171,email_click,2024-09-16,95.88
698,249,page_view,2024-11-09,187.44
699,622,page_view,2024-11-04,94.31
700,671,email_open,2024-10-20,180.98
701,401,email_click,2024-11-17,184.66
702,801,email_open,2024-09-20,0.0
703,832,page_view,2024-09-21,184.83
704,576,page_view,2024-11-25,0.0
705,1000,page_view,2024-09-24,0.0
706,302,purchase,2024-10-05,0.0
707,519,email_open,2024-11-04,2.82
708,951,email_click,2024-10-24,107.14
709,460,purchase,2024-10-19,0.0
710,803,purchase,2024-11-30,0.0
711,996,add_to_cart,2024-11-06,0.0
712,295,email_open,2024-11-22,84.26
713,469,email_click,2024-12-10,0.0
714,432,purchase,2024-10-14,66.33
